Word;Negative;Positive;Uncertainty;Litigious;Strong_Modal;Weak_Modal;Constraining;Complexity;Syllables
FAVORABLY;0;1;0;0;0;0;0;0;4
FAVORED;0;1;0;0;0;0;0;0;2
FAVORING;0;1;0;0;0;0;0;0;3
FAVORITE;0;1;0;0;0;0;0;0;3
FAVORITES;0;1;0;0;0;0;0;0;3
FEAR;1;0;0;0;0;0;0;0;1
FEARS;1;0;0;0;0;0;0;0;1
FELONIES;1;0;0;1;0;0;0;0;3
FELONIOUS;1;0;0;1;0;0;0;0;4
FELONY;1;0;0;1;0;0;0;0;3
FICTITIOUS;1;0;0;0;0;0;0;0;3
FIDE;0;0;0;1;0;0;0;0;1
FINED;1;0;0;0;0;0;0;0;1
FINES;1;0;0;0;0;0;0;0;1
FIRED;1;0;0;0;0;0;0;0;1
FIRING;1;0;0;0;0;0;0;0;2
FLAW;1;0;0;0;0;0;0;0;1
FLAWED;1;0;0;0;0;0;0;0;1
FLAWS;1;0;0;0;0;0;0;0;1
FLOATING;0;0;0;0;0;0;0;1;2
FLUCTUATE;0;0;1;0;0;0;0;0;3
FLUCTUATED;0;0;1;0;0;0;0;0;4
FLUCTUATES;0;0;1;0;0;0;0;0;3
FLUCTUATING;0;0;1;0;0;0;0;0;4
FLUCTUATION;0;0;1;0;0;0;0;0;4
FLUCTUATIONS;0;0;1;0;0;0;0;0;4
FORBADE;0;0;0;1;0;0;1;0;2
FORBEAR;0;0;0;1;0;0;0;0;2
FORBEARANCE;0;0;0;1;0;0;0;0;3
FORBEARANCES;0;0;0;1;0;0;0;0;4
FORBEARING;0;0;0;1;0;0;0;0;3
FORBEARS;0;0;0;1;0;0;0;0;2
FORBID;1;0;0;0;0;0;1;0;2
FORBIDDEN;1;0;0;0;0;0;1;0;3
FORBIDDING;1;0;0;0;0;0;1;0;3
FORBIDS;1;0;0;0;0;0;1;0;2
FORCE;-1;0;0;0;0;0;0;0;1
FORCED;1;0;0;0;0;0;0;0;1
FORCING;1;0;0;0;0;0;0;0;2
FOREBEAR;0;0;0;1;0;0;0;0;2
FOREBEARANCE;0;0;0;1;0;0;0;0;3
FOREBEARS;0;0;0;1;0;0;0;0;3
FORECLOSE;1;0;0;0;0;0;0;0;2
FORECLOSED;1;0;0;0;0;0;0;0;3
FORECLOSES;1;0;0;0;0;0;0;0;4
FORECLOSING;1;0;0;0;0;0;0;0;4
FORECLOSURE;1;0;0;0;0;0;0;0;3
FORECLOSURES;1;0;0;0;0;0;0;0;4
FOREGO;1;0;0;0;0;0;0;0;2
FOREGOES;1;0;0;0;0;0;0;0;3
FOREGONE;1;0;0;0;0;0;0;0;2
FORESTALL;1;0;0;0;0;0;0;0;2
FORESTALLED;1;0;0;0;0;0;0;0;3
FORESTALLING;1;0;0;0;0;0;0;0;4
FORESTALLS;1;0;0;0;0;0;0;0;3
FORFEIT;1;0;0;0;0;0;0;0;2
FORFEITABILITY;0;0;0;1;0;0;0;0;6
FORFEITABLE;0;0;0;1;0;0;0;0;4
FORFEITED;1;0;0;0;0;0;0;0;3
FORFEITING;1;0;0;0;0;0;0;0;3
FORFEITS;1;0;0;0;0;0;0;0;2
FORFEITURE;1;0;0;0;0;0;0;0;3
FORFEITURES;1;0;0;0;0;0;0;0;3
FORGERS;1;0;0;0;0;0;0;0;2
FORGERY;1;0;0;0;0;0;0;0;3
FORTHWITH;0;0;0;1;0;0;0;0;2
FORWHICH;0;0;0;1;0;0;0;0;2
FRAUD;1;0;0;0;0;0;0;0;1
FRAUDS;1;0;0;0;0;0;0;0;1
FRAUDULENCE;1;0;0;0;0;0;0;0;3
FRAUDULENT;1;0;0;0;0;0;0;0;3
FRAUDULENTLY;1;0;0;0;0;0;0;0;4
FRIENDLY;0;1;0;0;0;0;0;0;2
FRIVOLOUS;1;0;0;0;0;0;0;0;3
FRIVOLOUSLY;1;0;0;0;0;0;0;0;4
FRUSTRATE;1;0;0;0;0;0;0;0;2
FRUSTRATED;1;0;0;0;0;0;0;0;3
FRUSTRATES;1;0;0;0;0;0;0;0;2
FRUSTRATING;1;0;0;0;0;0;0;0;3
FRUSTRATINGLY;1;0;0;0;0;0;0;0;4
FRUSTRATION;1;0;0;0;0;0;0;0;3
FRUSTRATIONS;1;0;0;0;0;0;0;0;3
FUGITIVE;-1;0;0;1;0;0;0;0;3
FUGITIVES;1;0;0;1;0;0;0;0;3
FURTHERANCE;0;0;0;1;0;0;0;0;3
GAIN;0;1;0;0;0;0;0;0;1
GAINED;0;1;0;0;0;0;0;0;1
GAINING;0;1;0;0;0;0;0;0;2
GAINS;0;1;0;0;0;0;0;0;1
GLOBAL;0;0;0;0;0;0;0;1;2
GOOD;0;1;0;0;0;0;0;0;1
GRANTOR;0;0;0;1;0;0;0;0;2
GRANTORS;0;0;0;1;0;0;0;0;2
GRATUITOUS;1;0;0;0;0;0;0;0;4
GRATUITOUSLY;1;0;0;0;0;0;0;0;5
GREAT;0;-1;0;0;0;0;0;0;1
GREATER;0;-1;0;0;0;0;0;0;2
GREATEST;0;1;0;0;0;0;0;0;2
GREATLY;0;1;0;0;0;0;0;0;2
GREATNESS;0;1;0;0;0;0;0;0;2
GRIEVANCE;1;0;0;0;0;0;0;0;2
GRIEVANCES;1;0;0;0;0;0;0;0;3
GROSSLY;1;0;0;0;0;0;0;0;2
GROUNDLESS;1;0;0;0;0;0;0;0;2
GUILTY;1;0;0;0;0;0;0;0;2
HALT;1;0;0;0;0;0;0;0;1
HALTED;1;0;0;0;0;0;0;0;2
HAMPER;1;0;0;0;0;0;0;0;2
HAMPERED;1;0;0;0;0;0;0;0;2
HAMPERING;1;0;0;0;0;0;0;0;3
HAMPERS;1;0;0;0;0;0;0;0;2
HAPPIEST;0;1;0;0;0;0;0;0;2
HAPPILY;0;1;0;0;0;0;0;0;3
HAPPINESS;0;1;0;0;0;0;0;0;3
HAPPY;0;1;0;0;0;0;0;0;2
HARASS;1;0;0;0;0;0;0;0;2
HARASSED;1;0;0;0;0;0;0;0;2
HARASSING;1;0;0;0;0;0;0;0;3
HARASSMENT;1;0;0;0;0;0;0;0;3
HARDSHIP;1;0;0;0;0;0;0;0;2
HARDSHIPS;1;0;0;0;0;0;0;0;2
HARM;1;0;0;0;0;0;0;0;1
HARMED;1;0;0;0;0;0;0;0;1
HARMFUL;1;0;0;0;0;0;0;0;2
HARMFULLY;1;0;0;0;0;0;0;0;3
HARMING;1;0;0;0;0;0;0;0;2
HARMS;1;0;0;0;0;0;0;0;1
HARSH;1;0;0;0;0;0;0;0;1
HARSHER;1;0;0;0;0;0;0;0;2
HARSHEST;1;0;0;0;0;0;0;0;2
HARSHLY;1;0;0;0;0;0;0;0;2
HARSHNESS;1;0;0;0;0;0;0;0;2
HAZARD;1;0;0;0;0;0;0;0;2
HAZARDOUS;1;0;0;0;0;0;0;0;3
HAZARDS;1;0;0;0;0;0;0;0;2
HEDGED;0;0;0;0;0;0;0;1;1
HEDGES;0;0;0;0;0;0;0;1;2
HENCEFORTH;0;0;0;1;0;0;0;0;2
HENCEFORWARD;0;0;0;1;0;0;0;0;4
HEREAFTER;0;0;0;1;0;0;0;0;3
HEREBY;0;0;0;1;0;0;0;0;2
HEREDITAMENTS;0;0;0;1;0;0;0;0;5
HEREFOR;0;0;0;1;0;0;0;0;3
HEREFORE;0;0;0;1;0;0;0;0;0
HEREFROM;0;0;0;1;0;0;0;0;3
HEREIN;0;0;0;1;0;0;0;0;2
HEREINABOVE;0;0;0;1;0;0;0;0;4
HEREINAFTER;0;0;0;1;0;0;0;0;4
HEREINBEFORE;0;0;0;1;0;0;0;0;4
HEREINBELOW;0;0;0;1;0;0;0;0;4
HEREOF;0;0;0;1;0;0;0;0;2
HEREON;0;0;0;1;0;0;0;0;2
HERETO;0;0;0;1;0;0;0;0;2
HERETOFORE;0;0;0;1;0;0;0;0;3
HEREUNDER;0;0;0;1;0;0;0;0;3
HEREUNTO;0;0;0;1;0;0;0;0;3
HEREUPON;0;0;0;1;0;0;0;0;3
HEREWITH;0;0;0;1;0;0;0;0;2
HEREWITHIN;0;0;0;1;0;0;0;0;0
HIDDEN;0;0;1;0;0;0;0;0;2
HIGHEST;0;1;0;0;1;0;0;0;2
HINDER;1;0;0;0;0;0;0;0;2
HINDERED;1;0;0;0;0;0;0;0;2
HINDERING;1;0;0;0;0;0;0;0;3
HINDERS;1;0;0;0;0;0;0;0;2
HINDRANCE;1;0;0;0;0;0;0;0;2
HINDRANCES;1;0;0;0;0;0;0;0;3
HINGES;0;0;1;0;0;0;0;0;2
HONOR;0;1;0;0;0;0;0;0;2
HONORABLE;0;-1;0;0;0;0;0;0;4
HONORED;0;1;0;0;0;0;0;0;2
HONORING;0;1;0;0;0;0;0;0;3
HONORS;0;1;0;0;0;0;0;0;2
HOSTILE;1;0;0;0;0;0;0;0;2
HOSTILITY;1;0;0;0;0;0;0;0;4
HURT;1;0;0;0;0;0;0;0;1
HURTING;1;0;0;0;0;0;0;0;2
IDEAL;0;1;0;0;0;0;0;0;3
IDLE;1;0;0;0;0;0;0;0;2
IDLED;1;0;0;0;0;0;0;0;1
IDLING;1;0;0;0;0;0;0;0;2
IGNORE;1;0;0;0;0;0;0;0;2
IGNORED;1;0;0;0;0;0;0;0;2
IGNORES;1;0;0;0;0;0;0;0;2
IGNORING;1;0;0;0;0;0;0;0;3
ILL;1;0;0;0;0;0;0;0;1
ILLEGAL;1;0;0;0;0;0;0;0;3
ILLEGALITIES;1;0;0;0;0;0;0;0;5
ILLEGALITY;1;0;0;0;0;0;0;0;5
ILLEGALLY;1;0;0;0;0;0;0;0;4
ILLEGIBLE;1;0;0;0;0;0;0;0;4
ILLICIT;1;0;0;0;0;0;0;0;3
ILLICITLY;1;0;0;0;0;0;0;0;4
ILLIQUID;1;0;0;0;0;0;0;0;3
ILLIQUIDITY;1;0;0;0;0;0;0;0;5
IMBALANCE;1;0;0;0;0;0;0;0;3
IMBALANCES;1;0;0;0;0;0;0;0;4
IMMATERIALITY;0;0;0;1;0;0;0;0;7
IMMATURE;1;0;0;0;0;0;0;0;3
IMMORAL;1;0;0;0;0;0;0;0;3
IMPAIR;1;0;0;0;0;0;1;0;2
IMPAIRED;1;0;0;0;0;0;1;0;2
IMPAIRING;1;0;0;0;0;0;1;0;3
IMPAIRMENT;1;0;0;0;0;0;1;0;3
IMPAIRMENTS;1;0;0;0;0;0;1;0;3
IMPAIRS;1;0;0;0;0;0;1;0;2
IMPASSE;1;0;0;0;0;0;0;0;2
IMPASSES;1;0;0;0;0;0;0;0;3
IMPEDE;1;0;0;0;0;0;0;0;2
IMPEDED;1;0;0;0;0;0;0;0;3
IMPEDES;1;0;0;0;0;0;0;0;2
IMPEDIMENT;1;0;0;0;0;0;0;0;4
IMPEDIMENTS;1;0;0;0;0;0;0;0;4
IMPEDING;1;0;0;0;0;0;0;0;3
IMPENDING;1;0;0;0;0;0;0;0;3
IMPERATIVE;1;0;0;0;0;0;0;0;4
IMPERFECTION;1;0;0;0;0;0;0;0;4
IMPERFECTIONS;1;0;0;0;0;0;0;0;4
IMPERIL;1;0;0;0;0;0;0;0;3
IMPERMISSIBLE;1;0;0;0;0;0;0;0;5
IMPLEADED;0;0;0;1;0;0;0;0;3
IMPLICATE;1;0;0;0;0;0;0;0;3
IMPLICATED;1;0;0;0;0;0;0;0;4
IMPLICATES;1;0;0;0;0;0;0;0;3
IMPLICATING;1;0;0;0;0;0;0;0;4
IMPOSE;0;0;0;0;0;0;1;0;2
IMPOSED;0;0;0;0;0;0;1;0;2
IMPOSES;0;0;0;0;0;0;1;0;3
IMPOSING;0;0;0;0;0;0;1;0;3
IMPOSITION;0;0;0;0;0;0;1;0;4
IMPOSITIONS;0;0;0;0;0;0;1;0;4
IMPOSSIBILITY;1;0;0;0;0;0;0;0;6
IMPOSSIBLE;1;0;0;0;0;0;0;0;4
IMPOUND;1;0;0;0;0;0;0;0;2
IMPOUNDED;1;0;0;0;0;0;0;0;3
IMPOUNDING;1;0;0;0;0;0;0;0;3
IMPOUNDS;1;0;0;0;0;0;0;0;2
IMPRACTICABLE;1;0;0;0;0;0;0;0;5
IMPRACTICAL;1;0;0;0;0;0;0;0;4
IMPRACTICALITIES;1;0;0;0;0;0;0;0;6
IMPRACTICALITY;1;0;0;0;0;0;0;0;6
IMPRECISE;0;0;1;0;0;0;0;0;3
IMPRECISION;0;0;1;0;0;0;0;0;4
IMPRECISIONS;0;0;1;0;0;0;0;0;4
IMPRESS;0;1;0;0;0;0;0;0;2
IMPRESSED;0;1;0;0;0;0;0;0;2
IMPRESSES;0;1;0;0;0;0;0;0;3
IMPRESSING;0;1;0;0;0;0;0;0;3
IMPRESSIVE;0;1;0;0;0;0;0;0;3
IMPRESSIVELY;0;1;0;0;0;0;0;0;4
IMPRISONMENT;1;0;0;0;0;0;0;0;4
IMPROBABILITY;0;0;1;0;0;0;0;0;6
IMPROBABLE;0;0;1;0;0;0;0;0;4
IMPROPER;1;0;0;0;0;0;0;0;3
IMPROPERLY;1;0;0;0;0;0;0;0;4
IMPROPRIETIES;1;0;0;0;0;0;0;0;4
IMPROPRIETY;1;0;0;0;0;0;0;0;5
IMPROVE;0;1;0;0;0;0;0;0;2
IMPROVED;0;1;0;0;0;0;0;0;2
IMPROVEMENT;0;1;0;0;0;0;0;0;3
IMPROVEMENTS;0;1;0;0;0;0;0;0;4
IMPROVES;0;1;0;0;0;0;0;0;2
IMPROVING;0;1;0;0;0;0;0;0;3
IMPRUDENT;1;0;0;0;0;0;0;0;3
IMPRUDENTLY;1;0;0;0;0;0;0;0;4
INABILITY;1;0;0;0;0;0;0;0;5
INACCESSIBLE;1;0;0;0;0;0;0;0;5
INACCURACIES;1;0;0;0;0;0;0;0;5
INACCURACY;1;0;0;0;0;0;0;0;5
INACCURATE;1;0;0;0;0;0;0;0;4
INACCURATELY;1;0;0;0;0;0;0;0;5
INACTION;1;0;0;0;0;0;0;0;3
INACTIONS;1;0;0;0;0;0;0;0;3
INACTIVATE;1;0;0;0;0;0;0;0;4
INACTIVATED;1;0;0;0;0;0;0;0;5
INACTIVATES;1;0;0;0;0;0;0;0;4
INACTIVATING;1;0;0;0;0;0;0;0;5
INACTIVATION;1;0;0;0;0;0;0;0;5
INACTIVATIONS;1;0;0;0;0;0;0;0;5
INACTIVITY;1;0;0;0;0;0;0;0;5
INADEQUACIES;1;0;0;0;0;0;0;0;5
INADEQUACY;1;0;0;0;0;0;0;0;5
INADEQUATE;1;0;0;0;0;0;0;0;4
INADEQUATELY;1;0;0;0;0;0;0;0;5
INADVERTENT;1;0;0;0;0;0;0;0;4
INADVERTENTLY;1;0;0;0;0;0;0;0;5
INADVISABILITY;1;0;0;0;0;0;0;0;7
INADVISABLE;1;0;0;0;0;0;0;0;5
INAPPROPRIATE;1;0;0;0;0;0;0;0;5
INAPPROPRIATELY;1;0;0;0;0;0;0;0;6
INASMUCH;0;0;0;1;0;0;0;0;3
INATTENTION;1;0;0;0;0;0;0;0;4
INCAPABLE;1;0;0;0;0;0;0;0;4
INCAPACITATED;1;0;0;0;0;0;0;0;6
INCAPACITY;1;0;0;1;0;0;0;0;5
INCARCERATE;1;0;0;1;0;0;0;0;4
INCARCERATED;1;0;0;1;0;0;0;0;5
INCARCERATES;1;0;0;1;0;0;0;0;4
INCARCERATING;1;0;0;1;0;0;0;0;5
INCARCERATION;1;0;0;1;0;0;0;0;5
INCARCERATIONS;1;0;0;1;0;0;0;0;5
INCHOATE;0;0;0;1;0;0;0;0;3
INCIDENCE;1;0;0;0;0;0;0;0;3
INCIDENCES;1;0;0;0;0;0;0;0;4
INCIDENT;1;0;0;0;0;0;0;0;3
INCIDENTS;1;0;0;0;0;0;0;0;3
INCOMPATIBILITIES;1;0;0;0;0;0;0;0;7
INCOMPATIBILITY;1;0;0;0;0;0;0;0;7
INCOMPATIBLE;1;0;0;0;0;0;0;0;5
INCOMPETENCE;1;0;0;0;0;0;0;0;4
INCOMPETENCY;1;0;0;0;0;0;0;0;5
INCOMPETENT;1;0;0;0;0;0;0;0;4
INCOMPETENTLY;1;0;0;0;0;0;0;0;5
INCOMPETENTS;1;0;0;0;0;0;0;0;4
INCOMPLETE;1;0;0;0;0;0;0;0;3
INCOMPLETELY;1;0;0;0;0;0;0;0;4
INCOMPLETENESS;1;0;1;0;0;0;0;0;4
INCONCLUSIVE;1;0;0;0;0;0;0;0;4
INCONSISTENCIES;1;0;0;0;0;0;0;0;5
INCONSISTENCY;1;0;0;0;0;0;0;0;5
INCONSISTENT;1;0;0;0;0;0;0;0;4
INCONSISTENTLY;1;0;0;0;0;0;0;0;5
INCONTESTABILITY;0;0;0;1;0;0;0;0;7
INCONTESTABLE;0;0;0;1;0;0;0;0;5
INCONVENIENCE;1;0;0;0;0;0;0;0;4
INCONVENIENCES;1;0;0;0;0;0;0;0;5
INCONVENIENT;1;0;0;0;0;0;0;0;4
INCORRECT;1;0;0;0;0;0;0;0;3
INCORRECTLY;1;0;0;0;0;0;0;0;4
INCORRECTNESS;1;0;0;0;0;0;0;0;4
INCREDIBLE;0;1;0;0;0;0;0;0;4
INCREDIBLY;0;1;0;0;0;0;0;0;4
INDEBTED;0;0;0;0;0;0;1;0;3
INDECENCY;1;0;0;0;0;0;0;0;4
INDECENT;1;0;0;0;0;0;0;0;3
INDEFEASIBLE;1;0;0;0;0;0;0;0;5
INDEFEASIBLY;1;0;0;0;0;0;0;0;5
INDEFINITE;0;0;1;0;0;0;0;0;4
INDEFINITELY;0;0;1;0;0;0;0;0;5
INDEFINITENESS;0;0;1;0;0;0;0;0;5
INDEMNIFIABLE;0;0;0;1;0;0;0;0;6
INDEMNIFICATION;0;0;0;1;0;0;0;0;6
INDEMNIFICATIONS;0;0;0;1;0;0;0;0;6
INDEMNIFIED;0;0;0;1;0;0;0;0;4
INDEMNIFIES;0;0;0;1;0;0;0;0;4
INDEMNIFY;0;0;0;1;0;0;0;0;4
INDEMNIFYING;0;0;0;1;0;0;0;0;5
INDEMNITEE;0;0;0;1;0;0;0;0;4
INDEMNITEES;0;0;0;1;0;0;0;0;4
INDEMNITIES;0;0;0;1;0;0;0;0;4
INDEMNITOR;0;0;0;1;0;0;0;0;4
INDEMNITORS;0;0;0;1;0;0;0;0;4
INDEMNITY;0;0;0;1;0;0;0;0;4
INDETERMINABLE;0;0;1;0;0;0;0;0;6
INDETERMINATE;0;0;1;0;0;0;0;0;5
INDICT;1;0;0;1;0;0;0;0;2
INDICTABLE;1;0;0;1;0;0;0;0;4
INDICTED;1;0;0;1;0;0;0;0;3
INDICTING;1;0;0;1;0;0;0;0;3
INDICTMENT;1;0;0;1;0;0;0;0;3
INDICTMENTS;1;0;0;1;0;0;0;0;3
INDORSEES;0;0;0;1;0;0;0;0;3
INEFFECTIVE;1;0;0;0;0;0;0;0;4
INEFFECTIVELY;1;0;0;0;0;0;0;0;5
INEFFECTIVENESS;1;0;0;0;0;0;0;0;5
INEFFICIENCIES;1;0;0;0;0;0;0;0;5
INEFFICIENCY;1;0;0;0;0;0;0;0;5
INEFFICIENT;1;0;0;0;0;0;0;0;4
INEFFICIENTLY;1;0;0;0;0;0;0;0;5
INELIGIBILITY;1;0;0;0;0;0;0;0;6
INELIGIBLE;1;0;0;0;0;0;0;0;5
INEQUITABLE;1;0;0;0;0;0;0;0;5
INEQUITABLY;1;0;0;0;0;0;0;0;6
INEQUITIES;1;0;0;0;0;0;0;0;5
INEQUITY;1;0;0;0;0;0;0;0;4
INEVITABLE;1;0;0;0;0;0;0;0;5
INEXACT;0;0;1;0;0;0;0;0;3
INEXACTNESS;0;0;1;0;0;0;0;0;4
INEXPERIENCE;1;0;0;0;0;0;0;0;5
INEXPERIENCED;1;0;0;0;0;0;0;0;5
INFERIOR;1;0;0;0;0;0;0;0;4
INFLICTED;1;0;0;0;0;0;0;0;3
INFLUENTIAL;0;1;0;0;0;0;0;0;4
INFORCE;0;0;0;1;0;0;0;0;2
INFORMATIVE;0;1;0;0;0;0;0;0;4
INFRACTION;1;0;0;1;0;0;0;0;3
INFRACTIONS;1;0;0;1;0;0;0;0;3
INFRINGE;1;0;0;0;0;0;0;0;2
INFRINGED;1;0;0;0;0;0;0;0;2
INFRINGEMENT;1;0;0;0;0;0;0;1;3
INFRINGEMENTS;1;0;0;0;0;0;0;0;4
INFRINGER;0;0;0;1;0;0;0;0;3
INFRINGES;1;0;0;0;0;0;0;0;3
INFRINGING;1;0;0;0;0;0;0;0;3
INGENUITY;0;1;0;0;0;0;0;0;5
INHIBIT;0;0;0;0;0;0;1;0;3
INHIBITED;1;0;0;0;0;0;1;0;4
INHIBITING;0;0;0;0;0;0;1;0;4
INHIBITS;0;0;0;0;0;0;1;0;3
INIMICAL;1;0;0;0;0;0;0;0;4
INJUNCTION;1;0;0;1;0;0;0;0;3
INJUNCTIONS;1;0;0;1;0;0;0;0;3
INJUNCTIVE;0;0;0;1;0;0;0;0;3
INJURE;1;0;0;0;0;0;0;0;2
INJURED;1;0;0;0;0;0;0;0;2
INJURES;1;0;0;0;0;0;0;0;2
INJURIES;1;0;0;0;0;0;0;0;3
INJURING;1;0;0;0;0;0;0;0;3
INJURIOUS;1;0;0;0;0;0;0;0;4
INJURY;1;0;0;0;0;0;0;0;3
INNOVATE;0;1;0;0;0;0;0;0;3
INNOVATED;0;1;0;0;0;0;0;0;4
INNOVATES;0;1;0;0;0;0;0;0;3
INNOVATING;0;1;0;0;0;0;0;0;4
INNOVATION;0;1;0;0;0;0;0;0;4
INNOVATIONS;0;1;0;0;0;0;0;0;4
INNOVATIVE;0;1;0;0;0;0;0;0;4
INNOVATIVENESS;0;1;0;0;0;0;0;0;5
INNOVATOR;0;1;0;0;0;0;0;0;4
INNOVATORS;0;1;0;0;0;0;0;0;4
INORDINATE;1;0;0;0;0;0;0;0;4
INORDINATELY;1;0;0;0;0;0;0;0;5
INQUIRY;1;0;0;0;0;0;0;0;3
INSECURE;1;0;0;0;0;0;0;0;3
INSENSITIVE;1;0;0;0;0;0;0;0;4
INSIGHTFUL;0;1;0;0;0;0;0;0;3
INSIST;0;0;0;0;0;0;1;0;2
INSISTED;0;0;0;0;0;0;1;0;3
INSISTENCE;0;0;0;0;0;0;1;0;3
INSISTING;0;0;0;0;0;0;1;0;3
INSISTS;0;0;0;0;0;0;1;0;2
INSOFAR;0;0;0;1;0;0;0;0;3
INSOLVENCIES;1;0;0;0;0;0;0;0;4
INSOLVENCY;1;0;0;0;0;0;0;0;4
INSOLVENT;1;0;0;0;0;0;0;0;3
INSPIRATION;0;1;0;0;0;0;0;0;4
INSPIRATIONAL;0;1;0;0;0;0;0;0;5
INSTABILITIES;0;0;1;0;0;0;0;0;5
INSTABILITY;1;0;1;0;0;0;0;0;5
INSUBORDINATION;1;0;0;0;0;0;0;0;6
INSUFFICIENCY;1;0;0;0;0;0;0;0;5
INSUFFICIENT;1;0;0;0;0;0;0;0;4
INSUFFICIENTLY;1;0;0;0;0;0;0;0;5
INSURRECTION;1;0;0;0;0;0;0;0;4
INSURRECTIONS;1;0;0;0;0;0;0;0;4
INTANGIBLE;0;0;1;0;0;0;0;0;4
INTANGIBLES;0;0;1;0;0;0;0;1;4
INTEGRITY;0;1;0;0;0;0;0;0;4
INTENTIONAL;1;0;0;0;0;0;0;0;4
INTERFERE;1;0;0;0;0;0;0;0;3
INTERFERED;1;0;0;0;0;0;0;0;3
INTERFERENCE;1;0;0;0;0;0;0;0;4
INTERFERENCES;1;0;0;0;0;0;0;0;5
INTERFERES;1;0;0;0;0;0;0;0;3
INTERFERING;1;0;0;0;0;0;0;0;4
INTERLOCUTORY;0;0;0;1;0;0;0;0;6
INTERMITTENT;1;0;0;0;0;0;0;0;4
INTERMITTENTLY;1;0;0;0;0;0;0;0;5
INTERNATIONAL;0;0;0;0;0;0;0;1;5
INTERPLEADER;0;0;0;1;0;0;0;0;4
INTERPOSE;0;0;0;1;0;0;0;0;3
INTERPOSED;0;0;0;1;0;0;0;0;3
INTERPOSES;0;0;0;1;0;0;0;0;4
INTERPOSING;0;0;0;1;0;0;0;0;4
INTERPOSITION;0;0;0;1;0;0;0;0;5
INTERPOSITIONS;0;0;0;1;0;0;0;0;5
INTERROGATE;0;0;0;1;0;0;0;0;4
INTERROGATED;0;0;0;1;0;0;0;0;5
INTERROGATES;0;0;0;1;0;0;0;0;4
INTERROGATING;0;0;0;1;0;0;0;0;5
INTERROGATION;0;0;0;1;0;0;0;0;5
INTERROGATIONS;0;0;0;1;0;0;0;0;5
INTERROGATOR;0;0;0;1;0;0;0;0;5
INTERROGATORIES;0;0;0;1;0;0;0;0;6
INTERROGATORS;0;0;0;1;0;0;0;0;5
INTERROGATORY;0;0;0;1;0;0;0;0;6
INTERRUPT;1;0;0;0;0;0;0;0;3
INTERRUPTED;1;0;0;0;0;0;0;0;4
INTERRUPTING;1;0;0;0;0;0;0;0;4
INTERRUPTION;1;0;0;0;0;0;0;0;4
INTERRUPTIONS;1;0;0;0;0;0;0;0;4
INTERRUPTS;1;0;0;0;0;0;0;0;3
INTESTACY;0;0;0;1;0;0;0;0;4
INTESTATE;0;0;0;1;0;0;0;0;3
INTIMIDATION;1;0;0;0;0;0;0;0;5
INTRUSION;1;0;0;0;0;0;0;0;3
INVALID;1;0;0;0;0;0;0;0;3
INVALIDATE;1;0;0;0;0;0;0;0;4
INVALIDATED;1;0;0;0;0;0;0;0;5
INVALIDATES;1;0;0;0;0;0;0;0;4
INVALIDATING;1;0;0;0;0;0;0;0;5
INVALIDATION;1;0;0;0;0;0;0;0;5
INVALIDITY;1;0;0;0;0;0;0;0;5
INVENT;0;1;0;0;0;0;0;0;2
INVENTED;0;1;0;0;0;0;0;0;3
INVENTING;0;1;0;0;0;0;0;0;3
INVENTION;0;1;0;0;0;0;0;0;3
INVENTIONS;0;1;0;0;0;0;0;0;3
INVENTIVE;0;1;0;0;0;0;0;0;3
INVENTIVENESS;0;1;0;0;0;0;0;0;4
INVENTOR;0;1;0;0;0;0;0;0;3
INVENTORS;0;1;0;0;0;0;0;0;3
INVESTIGATE;1;0;0;0;0;0;0;0;4
INVESTIGATED;1;0;0;0;0;0;0;0;5
INVESTIGATES;1;0;0;0;0;0;0;0;4
INVESTIGATING;1;0;0;0;0;0;0;0;5
INVESTIGATION;1;0;0;0;0;0;0;0;5
INVESTIGATIONS;1;0;0;0;0;0;0;0;5
INVOLUNTARILY;1;0;0;0;0;0;0;0;6
INVOLUNTARY;1;0;0;0;0;0;0;0;5
IRRECONCILABLE;1;0;0;0;0;0;0;0;6
IRRECONCILABLY;1;0;0;0;0;0;0;0;6
IRRECOVERABLE;1;0;0;0;0;0;0;0;6
IRRECOVERABLY;1;0;0;0;0;0;0;0;6
IRREGULAR;1;0;0;0;0;0;0;0;4
IRREGULARITIES;1;0;0;0;0;0;0;0;6
IRREGULARITY;1;0;0;0;0;0;0;0;6
IRREGULARLY;1;0;0;0;0;0;0;0;5
IRREPARABLE;1;0;0;0;0;0;0;0;5
IRREPARABLY;1;0;0;0;0;0;0;0;5
IRREVERSIBLE;1;0;0;0;0;0;0;0;5
IRREVOCABILITY;0;0;0;1;0;0;0;0;7
IRREVOCABLE;0;0;0;1;0;0;1;0;5
IRREVOCABLY;0;0;0;1;0;0;1;0;5
JEOPARDIZE;1;0;0;0;0;0;0;0;3
JEOPARDIZED;1;0;0;0;0;0;0;0;3
JOINDER;0;0;0;1;0;0;0;0;2
JUDICIAL;0;0;0;1;0;0;0;0;3
JUDICIALLY;0;0;0;1;0;0;0;0;4
JUDICIARIES;0;0;0;1;0;0;0;0;5
JUDICIARY;0;0;0;1;0;0;0;0;5
JURIES;0;0;0;1;0;0;0;0;2
JURIS;0;0;0;1;0;0;0;0;2
JURISDICTION;0;0;0;1;0;0;0;0;4
